doid_id	DOID:0050156	DOID:0050425	DOID:0050741	DOID:1024	DOID:10286	DOID:1040	DOID:10608	DOID:10652	DOID:1067	DOID:10763	DOID:10871	DOID:1094	DOID:10941	DOID:1107	DOID:11476	DOID:11612	DOID:11782	DOID:11829	DOID:11949	DOID:12236	DOID:12306	DOID:12361	DOID:12365	DOID:13241	DOID:13378	DOID:13922	DOID:14221	DOID:14227	DOID:14268	DOID:14330	DOID:1459	DOID:1595	DOID:1686	DOID:1749	DOID:1826	DOID:1909	DOID:1936	DOID:2377	DOID:2468	DOID:2513	DOID:2841	DOID:289	DOID:2986	DOID:3083	DOID:3310	DOID:3312	DOID:332	DOID:3393	DOID:3459	DOID:3620	DOID:3905	DOID:3910	DOID:3963	DOID:4001	DOID:4007	DOID:418	DOID:4450	DOID:4481	DOID:4905	DOID:5082	DOID:5408	DOID:5419	DOID:5517	DOID:5844	DOID:585	DOID:6364	DOID:6713	DOID:7147	DOID:7148	DOID:769	DOID:7693	DOID:784	DOID:8398	DOID:8567	DOID:8577	DOID:8778	DOID:8893	DOID:8986	DOID:90	DOID:9008	DOID:9074	DOID:9206	DOID:9296	DOID:9352	DOID:9538	DOID:9744	DOID:9835	DOID:986	DOID:9952	DOID:9970
DOID:12306	0.0	0.0	0.0	0.0	0.0	0.0	0.090781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031281	0.0	0.027689	0.0	0.038015	1.0	0.082305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037123	0.0	0.0	0.0	0.0	0.096267	0.0	0.029394	0.0	0.044617	0.026733	0.0	0.0	0.0	0.0	0.0	0.0	0.014654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010584	0.0	0.0	0.0	0.0	0.023378	0.0	0.045732	0.0	0.0	0.017973	0.0	0.0	0.0	0.041815	0.070102	0.0	0.0	0.0	0.027733	0.0	0.0	0.0	0.0	0.154084	0.0	0.084259	0.0	0.0
DOID:12361	0.0	0.0	0.0	0.0	0.0	0.0	0.033982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082305	1.0	0.067769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047894	0.0	0.0	0.0	0.0	0.045355	0.0	0.0	0.034972	0.0	0.023917	0.0	0.0	0.0	0.0	0.0	0.0	0.01169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.090525	0.0	0.071663	0.0	0.0
DOID:12365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067769	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083176	0.0	0.0	0.0	0.0	0.075808	0.0	0.0	0.050666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:13241	0.0	0.0	0.0	0.0	0.0	0.0	0.067878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074137	0.0	0.0	0.0	0.0	0.0	0.0	0.036105	0.036153	0.120405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030513	0.0	0.0	0.0	0.0
DOID:13378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025016	0.0	0.0	0.0	0.0	0.0	0.095022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029095	0.0	0.0	0.0	0.0	0.0	0.025376	0.0	0.0	0.0	0.0	0.0	0.033797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:13922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:14221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054377	0.0	0.0	0.125691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077829	0.011206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025685	0.0	0.0	0.0	0.010865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045231	0.0	0.0	0.0	0.0	0.0	0.03252
DOID:14227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:14268	0.0	0.0	0.0	0.0	0.0	0.054293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069202	0.014714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:14330	0.0	0.0	0.0	0.0	0.021597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040836	0.0	0.0	0.0	0.016119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DOID:1459	0.0	0.0	0.0	0.0	0.0	0.0	0.036851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020662	0.011829	0.0	0.0	0.0	0.204304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043608	0.0	0.02222	0.0	0.0	0.027937	0.0	0.0	0.0	0.011407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051452	0.0	0.0	0.0	0.0
DOID:1595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.953016	0.066388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128155	0.0	0.0	0.0	0.0	0.0	0.0	0.419272	0.0	0.021404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
